Q_id	S1_id	S2_id	Overlap_coeff	S1_start	S1_end	Bitscore1	S2_start	S2_end	Bitscore2
ERR1136663_Contig_56895_8.83548:1.1108	NC_021858.1	NC_028759.1	0.0000	955	827	35.4	361	284	36.3
ERR1136663_Contig_56895_8.83548:1.1108	NC_021858.1	NC_031247.1	0.0000	955	827	35.4	718	614	29.5
ERR1136663_Contig_56895_8.83548:1.1108	NC_021858.1	NC_037666.1	0.0000	955	827	35.4	685	485	38.2
ERR1136663_Contig_56895_8.83548:1.1108	NC_028759.1	NC_031247.1	0.0000	361	284	36.3	718	614	29.5
ERR1136663_Contig_56895_8.83548:1.1108	NC_028759.1	NC_037666.1	0.0000	361	284	36.3	685	485	38.2
ERR1136663_Contig_84294_9.51128:1.1084	NC_004812.1	NC_007653.1	0.0000	1010	855	41.8	350	186	37.7
ERR1136663_Contig_84294_9.51128:1.1084	NC_004812.1	NC_028869.1	0.0000	1010	855	41.8	626	531	38.2
ERR1136663_Contig_84294_9.51128:1.1084	NC_007653.1	NC_028869.1	0.0000	350	186	37.7	626	531	38.2
ERR1136663_Contig_71631_9.62157:1.1114	NC_005345.2	NC_006151.1	0.0000	185	274	33.1	309	428	37.7
ERR1136663_Contig_71631_9.62157:1.1114	NC_005345.2	NC_014459.2	0.0000	185	274	33.1	855	956	34.5
ERR1136663_Contig_71631_9.62157:1.1114	NC_005345.2	NC_034446.1	0.0000	185	274	33.1	591	806	43.2
ERR1136663_Contig_71631_9.62157:1.1114	NC_006151.1	NC_014459.2	0.0000	309	428	37.7	855	956	34.5
ERR1136663_Contig_71631_9.62157:1.1114	NC_006151.1	NC_034446.1	0.0000	309	428	37.7	591	806	43.2
ERR1136663_Contig_71631_9.62157:1.1114	NC_014459.2	NC_028979.1	0.0000	855	956	34.5	249	344	38.6
ERR1136663_Contig_71631_9.62157:1.1114	NC_014459.2	NC_034446.1	0.0000	855	956	34.5	591	806	43.2
ERR1136663_Contig_71631_9.62157:1.1114	NC_028979.1	NC_034446.1	0.0000	249	344	38.6	591	806	43.2
ERR1136663_Contig_53823_8.96563:1.1271	NC_005261.3	NC_007653.1	0.0000	432	614	34.1	761	910	33.6
ERR1136663_Contig_53823_8.96563:1.1271	NC_005261.3	NC_028965.1	0.0000	432	614	34.1	971	1102	40.5
ERR1136663_Contig_53823_8.96563:1.1271	NC_007653.1	NC_028965.1	0.0000	761	910	33.6	971	1102	40.5
ERR1136663_Contig_44234_5.21379:1.1021	NC_007653.1	NC_011269.2	0.0000	311	138	37.3	680	516	38.2
ERR1136663_Contig_17460_7.86946:1.1621	NC_004065.1	NC_005261.3	0.0000	949	1056	47.8	632	730	38.2
ERR1136663_Contig_17460_7.86946:1.1621	NC_004065.1	NC_006560.1	0.0000	949	1056	47.8	727	807	33.6
ERR1136663_Contig_17460_7.86946:1.1621	NC_004065.1	NC_019411.1	0.0000	949	1056	47.8	126	308	35.0
ERR1136663_Contig_17460_7.86946:1.1621	NC_004065.1	NC_021858.1	0.0000	949	1056	47.8	754	879	37.3
ERR1136663_Contig_17460_7.86946:1.1621	NC_004065.1	NC_023677.1	0.0000	949	1056	47.8	529	645	34.5
ERR1136663_Contig_17460_7.86946:1.1621	NC_005261.3	NC_006560.1	0.0494	632	730	38.2	727	807	33.6
ERR1136663_Contig_17460_7.86946:1.1621	NC_005261.3	NC_019411.1	0.0000	632	730	38.2	126	308	35.0
ERR1136663_Contig_17460_7.86946:1.1621	NC_005261.3	NC_021858.1	0.0000	632	730	38.2	754	879	37.3
ERR1136663_Contig_17460_7.86946:1.1621	NC_005261.3	NC_023677.1	0.1414	632	730	38.2	529	645	34.5
ERR1136663_Contig_17460_7.86946:1.1621	NC_006560.1	NC_019411.1	0.0000	727	807	33.6	126	308	35.0
ERR1136663_Contig_17460_7.86946:1.1621	NC_006560.1	NC_023677.1	0.0000	727	807	33.6	529	645	34.5
ERR1136663_Contig_17460_7.86946:1.1621	NC_019411.1	NC_021858.1	0.0000	126	308	35.0	754	879	37.3
ERR1136663_Contig_17460_7.86946:1.1621	NC_019411.1	NC_023677.1	0.0000	126	308	35.0	529	645	34.5
ERR1136663_Contig_17460_7.86946:1.1621	NC_021858.1	NC_023677.1	0.0000	754	879	37.3	529	645	34.5
ERR1136663_Contig_33228_5.78752:1.1366	NC_007967.1	NC_023737.1	0.0000	724	566	38.2	849	733	35.0
ERR1136663_Contig_33228_5.78752:1.1366	NC_007967.1	NC_029044.1	0.0000	724	566	38.2	1269	1099	35.4
ERR1136663_Contig_33228_5.78752:1.1366	NC_007967.1	NC_031269.1	0.0000	724	566	38.2	331	98	43.2
ERR1136663_Contig_33228_5.78752:1.1366	NC_023737.1	NC_029044.1	0.0000	849	733	35.0	1269	1099	35.4
ERR1136663_Contig_33228_5.78752:1.1366	NC_023737.1	NC_031269.1	0.0000	849	733	35.0	331	98	43.2
ERR1136663_Contig_33228_5.78752:1.1366	NC_029044.1	NC_031269.1	0.0000	1269	1099	35.4	331	98	43.2
ERR1136663_Contig_59067_7.26497:1.1039	NC_005345.2	NC_006560.1	0.0000	718	951	44.1	405	635	40.0
ERR1136663_Contig_59067_7.26497:1.1039	NC_005345.2	NC_028936.1	0.0000	718	951	44.1	309	560	44.1
ERR1136663_Contig_79384_6.30171:1.1074	NC_021325.1	NC_021865.1	0.0000	255	377	39.6	414	509	31.8
ERR1136663_Contig_33788_9.04038:1.2249	NC_005261.3	NC_019408.1	0.0000	1738	1836	40.9	192	305	40.5
ERR1136663_Contig_33788_9.04038:1.2249	NC_005261.3	NC_021327.1	0.0000	1738	1836	40.9	485	363	40.5
ERR1136663_Contig_33788_9.04038:1.2249	NC_019408.1	NC_021327.1	0.0000	192	305	40.5	485	363	40.5
ERR1136663_Contig_25928_7.85723:1.1694	NC_006151.1	NC_011273.1	0.0000	335	225	36.8	493	386	33.6
ERR1136663_Contig_25928_7.85723:1.1694	NC_006151.1	NC_031072.1	0.0000	335	225	36.8	582	665	33.1
ERR1136663_Contig_25928_7.85723:1.1694	NC_006151.1	NC_034446.1	0.0000	335	225	36.8	1323	1457	37.7
ERR1136663_Contig_25928_7.85723:1.1694	NC_011273.1	NC_031072.1	0.0000	493	386	33.6	582	665	33.1
ERR1136663_Contig_25928_7.85723:1.1694	NC_011273.1	NC_034446.1	0.0000	493	386	33.6	1323	1457	37.7
ERR1136663_Contig_25928_7.85723:1.1694	NC_031072.1	NC_034446.1	0.0000	582	665	33.1	1323	1457	37.7
ERR1136663_Contig_7397_8.77249:1.1387	NC_004812.1	NC_005336.1	0.0000	378	316	33.6	273	160	41.4
ERR1136663_Contig_14182_9.26575:1.1115	NC_029001.1	NC_031036.1	0.1020	323	823	116	191	337	53.5
ERR1136663_Contig_51779_7.82497:1.1934	NC_021864.1	NC_028770.1	0.0000	253	561	121	55	156	33.6
ERR1136663_Contig_81476_9.7546:1.1760	NC_022563.1	NC_025428.1	0.0000	530	610	37.7	1139	1216	33.1
ERR1136663_Contig_81476_9.7546:1.1760	NC_022563.1	NC_029048.2	0.0000	530	610	37.7	142	318	57.0
ERR1136663_Contig_81476_9.7546:1.1760	NC_022563.1	NC_029107.1	0.0000	530	610	37.7	856	1038	38.6
ERR1136663_Contig_81476_9.7546:1.1760	NC_025428.1	NC_029048.2	0.0000	1139	1216	33.1	142	318	57.0
ERR1136663_Contig_81476_9.7546:1.1760	NC_025428.1	NC_029107.1	0.0000	1139	1216	33.1	856	1038	38.6
ERR1136663_Contig_81476_9.7546:1.1760	NC_029048.2	NC_029107.1	0.0000	142	318	57.0	856	1038	38.6
ERR1136663_Contig_1116_8.52628:1.1675	NC_004812.1	NC_008195.1	0.0000	987	1073	34.1	862	737	38.2
ERR1136663_Contig_68351_9.95034:1.1047	NC_005261.3	NC_008030.1	0.0000	6	95	35.9	502	329	39.1
ERR1136663_Contig_68351_9.95034:1.1047	NC_005261.3	NC_034446.1	0.0000	6	95	35.9	503	661	36.8
ERR1136663_Contig_68351_9.95034:1.1047	NC_008030.1	NC_034446.1	0.0000	502	329	39.1	503	661	36.8
ERR1136663_Contig_27319_5.57101:1.1386	NC_023748.1	NC_028653.1	0.0000	1039	854	41.8	273	157	35.0
ERR1136663_Contig_71313_9.16698:1.1080	NC_006151.1	NC_034248.1	0.0789	283	53	37.7	493	266	42.8
ERR1136663_Contig_45880_9.26118:1.1295	NC_006552.1	NC_031129.1	0.0000	23	112	39.6	398	469	34.1
ERR1136663_Contig_76195_10.6367:1.1121	NC_028869.1	NC_037666.1	0.0000	333	437	34.1	979	821	41.4
ERR1136663_Contig_47306_4.62092:1.1244	NC_007346.1	NC_027132.1	0.0500	1183	1049	50.6	1051	992	28.6
ERR1136663_Contig_47306_4.62092:1.1244	NC_007346.1	NC_034446.1	0.0000	1183	1049	50.6	366	542	35.9
ERR1136663_Contig_47306_4.62092:1.1244	NC_027132.1	NC_034446.1	0.0000	1051	992	28.6	366	542	35.9
ERR1136663_Contig_88863_8.25731:1.2620	NC_020844.1	NC_030945.1	0.0000	280	143	54.2	832	497	80.3
ERR1136663_Contig_68272_6.87845:1.1435	NC_005261.3	NC_007967.1	0.0000	319	119	39.6	884	732	31.8
ERR1136663_Contig_68272_6.87845:1.1435	NC_005261.3	NC_018848.1	0.0000	319	119	39.6	654	508	38.6
ERR1136663_Contig_68272_6.87845:1.1435	NC_007967.1	NC_018848.1	0.0000	884	732	31.8	654	508	38.6
ERR1136663_Contig_68272_6.87845:1.1435	NC_007967.1	NC_037667.1	0.0000	884	732	31.8	263	451	46.4
ERR1136663_Contig_68272_6.87845:1.1435	NC_018848.1	NC_037667.1	0.0000	654	508	38.6	263	451	46.4
ERR1136663_Contig_64116_6.59793:1.1082	NC_004684.1	NC_004812.1	0.0000	686	832	37.7	528	653	35.0
ERR1136663_Contig_64116_6.59793:1.1082	NC_004684.1	NC_029092.1	0.0000	686	832	37.7	897	1040	37.3
ERR1136663_Contig_64116_6.59793:1.1082	NC_004812.1	NC_029092.1	0.0000	528	653	35.0	897	1040	37.3
ERR1136663_Contig_55335_10.5149:1.1426	NC_023724.1	NC_030914.1	0.0000	110	244	38.2	398	691	39.1
ERR1136663_Contig_55335_10.5149:1.1426	NC_023724.1	NC_034446.1	0.0000	110	244	38.2	686	814	34.5
ERR1136663_Contig_55335_10.5149:1.1426	NC_030914.1	NC_034446.1	0.0465	398	691	39.1	686	814	34.5
ERR1136663_Contig_72882_5.78663:1.1037	NC_005336.1	NC_013668.3	0.0000	237	40	46.0	861	986	40.0
ERR1136663_Contig_13408_5.15658:1.1457	NC_028959.1	NC_028969.1	0.0000	160	405	106	679	795	51.0
ERR1136663_Contig_13408_5.15658:1.1457	NC_028969.1	NC_028991.1	0.0000	679	795	51.0	2	223	79.9
ERR1136663_Contig_52371_5.59855:1.1126	NC_001973.1	NC_019414.1	0.0000	620	763	46.9	876	1007	38.6
