#Original	New
ERR1857044_NC_009333.1_1:1.1208	LOC_1
ERR1857044_Contig_89998_7.87349:1.1182	LOC_4705
ERR1857044_Contig_59866_8.61987:1.1459	LOC_4706
ERR1857044_Contig_62138_13.4043:1.1937	LOC_4707
ERR1857044_Contig_39111_8.01228:1.1160	LOC_4708
ERR1857044_Contig_92974_10.1015:1.1114	LOC_4709
ERR1857044_Contig_6805_17.4417:1.1530	LOC_4710
ERR1857044_Contig_87714_6.11096:1.1462	LOC_4711
ERR1857044_Contig_69936_13.3862:1.1988	LOC_4712
ERR1857044_Contig_75216_11.4866:1.1029	LOC_4713
ERR1857044_Contig_16498_6.65309:1.1346	LOC_4714
ERR1857044_Contig_4347_11.8967:1.1230	LOC_4715
ERR1857044_Contig_51097_9.52904:1.1294	LOC_4716
ERR1857044_Contig_15889_13.8319:1.1150	LOC_4717
ERR1857044_Contig_4644_9.90487:1.2175	LOC_4718
ERR1857044_Contig_54290_10.7044:1.1444	LOC_4719
ERR1857044_Contig_33002_13.1155:1.1111	LOC_4720
ERR1857044_Contig_37659_18.5401:1.1579	LOC_4721
ERR1857044_Contig_16511_10.2299:1.1064	LOC_4722
ERR1857044_Contig_46390_5.92487:1.1138	LOC_4723
ERR1857044_Contig_57110_13.6277:1.1030	LOC_4724
ERR1857044_Contig_88749_6.7443:1.2124	LOC_4725
ERR1857044_Contig_11484_6.9537:1.1640	LOC_4726
ERR1857044_Contig_35214_6.20938:1.1577	LOC_4727
ERR1857044_Contig_42524_9.2126:1.3068	LOC_4728
ERR1857044_Contig_14268_10.4863:1.1482	LOC_4729
ERR1857044_Contig_45119_11.3826:1.1212	LOC_4730
ERR1857044_Contig_49072_6.5986:1.1019	LOC_4731
ERR1857044_Contig_39371_10.3229:1.1745	LOC_4732
ERR1857044_Contig_89786_6.8426:1.1729	LOC_4733
ERR1857044_Contig_79161_5.54496:1.1477	LOC_4734
ERR1857044_Contig_68164_9.81683:1.2837	LOC_4735
ERR1857044_Contig_14259_8.10155:1.1832	LOC_4736
ERR1857044_Contig_58200_7.20692:1.1842	LOC_4737
ERR1857044_Contig_58698_4.20377:1.1080	LOC_4738
ERR1857044_Contig_11036_16.8537:1.1223	LOC_4739
ERR1857044_Contig_65136_9.17213:1.1118	LOC_4740
ERR1857044_Contig_6665_9.18981:1.2533	LOC_4741
ERR1857044_Contig_66222_7.68872:1.1093	LOC_4742
ERR1857044_Contig_50293_22.2245:1.1851	LOC_4743
ERR1857044_Contig_78374_6.19577:1.1154	LOC_4744
ERR1857044_Contig_12752_14.156:1.1193	LOC_4745
ERR1857044_Contig_43713_12.0193:1.1107	LOC_4746
ERR1857044_Contig_48545_14.5422:1.1038	LOC_4747
ERR1857044_Contig_73653_11.4739:1.1092	LOC_4748
ERR1857044_Contig_44847_10.7545:1.1181	LOC_4749
ERR1857044_Contig_56038_9.73751:1.1601	LOC_4750
ERR1857044_Contig_34427_7.31517:1.1213	LOC_4751
ERR1857044_Contig_14419_9.93994:1.2784	LOC_4752
ERR1857044_Contig_85129_12.2903:1.1050	LOC_4753
ERR1857044_Contig_47857_11.1313:1.1025	LOC_4754
ERR1857044_Contig_3544_10.3991:1.1140	LOC_4755
ERR1857044_Contig_4841_8.14795:1.1311	LOC_4756
ERR1857044_Contig_84059_24.2164:1.1166	LOC_4757
ERR1857044_Contig_53555_13.5012:1.1249	LOC_4758
ERR1857044_Contig_23983_14.3738:1.1098	LOC_4759
ERR1857044_Contig_37374_10.7685:1.1061	LOC_4760
ERR1857044_Contig_31013_11.792:1.1318	LOC_4761
ERR1857044_Contig_92264_9.50737:1.1106	LOC_4762
ERR1857044_Contig_78470_5.44933:1.1589	LOC_4763
ERR1857044_Contig_74923_15.026:1.1137	LOC_4764
ERR1857044_Contig_28540_38.257:1.1063	LOC_4765
ERR1857044_Contig_26366_11.5407:1.1640	LOC_4766
ERR1857044_Contig_15574_10.8843:1.1982	LOC_4767
ERR1857044_Contig_7134_6.5966:1.1138	LOC_4768
ERR1857044_Contig_93532_7.34236:1.1054	LOC_4769
ERR1857044_Contig_6561_9.26751:1.1833	LOC_4770
ERR1857044_Contig_17050_6.96416:1.1136	LOC_4771
ERR1857044_Contig_67904_9.359:1.1137	LOC_4772
ERR1857044_Contig_77782_12.815:1.1490	LOC_4773
ERR1857044_Contig_33151_11.5089:1.3726	LOC_4774
ERR1857044_Contig_55373_8.95943:1.1006	LOC_4775
ERR1857044_Contig_1888_7.71642:1.1226	LOC_4776
ERR1857044_Contig_54435_8.93923:1.1106	LOC_4777
ERR1857044_Contig_15126_8.36349:1.1269	LOC_4778
ERR1857044_Contig_5229_6.60945:1.1290	LOC_4779
ERR1857044_Contig_86643_7.75849:1.1109	LOC_4780
ERR1857044_Contig_67919_8.4537:1.2385	LOC_4781
ERR1857044_Contig_61069_6.47354:1.1097	LOC_4782
ERR1857044_Contig_92960_8.68398:1.1387	LOC_4783
ERR1857044_Contig_1346_9.20216:1.1133	LOC_4784
ERR1857044_Contig_74359_8.34098:1.1982	LOC_4785
ERR1857044_Contig_14265_11.7412:1.1334	LOC_4786
ERR1857044_Contig_55032_11.977:1.1845	LOC_4787
ERR1857044_Contig_28416_7.22989:1.1425	LOC_4788
ERR1857044_Contig_8483_7.23839:1.1937	LOC_4789
ERR1857044_Contig_69483_8.49601:1.1149	LOC_4790
ERR1857044_Contig_20417_6.1314:1.1055	LOC_4791
ERR1857044_Contig_87804_6.97312:1.1136	LOC_4792
ERR1857044_Contig_45050_26.7894:1.1041	LOC_4793
ERR1857044_Contig_35667_25.0325:1.1160	LOC_4794
ERR1857044_Contig_48228_11.3884:1.1019	LOC_4795
ERR1857044_Contig_66424_7.74201:1.1365	LOC_4796
ERR1857044_Contig_33270_5.97016:1.2098	LOC_4797
ERR1857044_Contig_57297_9.22615:1.1152	LOC_4798
ERR1857044_Contig_84687_10.0419:1.3310	LOC_4799
ERR1857044_Contig_54347_9.48958:1.2516	LOC_4800
ERR1857044_Contig_16143_8.15672:1.1545	LOC_4801
ERR1857044_Contig_55197_13.1651:1.2685	LOC_4802
ERR1857044_Contig_52682_7.76331:1.1241	LOC_4803
ERR1857044_Contig_28965_12.3601:1.1450	LOC_4804
ERR1857044_Contig_25120_11.5808:1.2465	LOC_4805
ERR1857044_Contig_6503_4.86167:1.1061	LOC_4806
ERR1857044_Contig_48917_10.5676:1.1188	LOC_4807
ERR1857044_Contig_32124_6.99635:1.1665	LOC_4808
ERR1857044_Contig_74866_12.9808:1.2313	LOC_4809
ERR1857044_Contig_32700_16.5994:1.3123	LOC_4810
ERR1857044_Contig_30433_6.58945:1.1138	LOC_4811
ERR1857044_Contig_22357_20.0237:1.1537	LOC_4812
ERR1857044_Contig_24501_6.13413:1.1019	LOC_4813
ERR1857044_Contig_79034_6.93296:1.1631	LOC_4814
ERR1857044_Contig_43441_8.48295:1.1780	LOC_4815
ERR1857044_Contig_56765_20.2152:1.1693	LOC_4816
ERR1857044_Contig_10641_7.29121:1.1919	LOC_4817
ERR1857044_Contig_1751_9.02079:1.1078	LOC_4818
ERR1857044_Contig_35961_10.4176:1.1040	LOC_4819
ERR1857044_Contig_44621_11.8324:1.1577	LOC_4820
ERR1857044_Contig_26705_7.52246:1.1111	LOC_4821
ERR1857044_Contig_18242_9.49356:1.1418	LOC_4822
ERR1857044_Contig_15162_5.84729:1.1107	LOC_4823
ERR1857044_Contig_14117_23.7607:1.1286	LOC_4824
ERR1857044_Contig_35870_15.1778:1.1263	LOC_4825
ERR1857044_Contig_55946_12.7617:1.1107	LOC_4826
ERR1857044_Contig_63404_15.5547:1.1008	LOC_4827
ERR1857044_Contig_82092_14.6799:1.1376	LOC_4828
ERR1857044_Contig_25769_15.9706:1.1040	LOC_4829
ERR1857044_Contig_62309_12.2924:1.1053	LOC_4830
ERR1857044_Contig_43042_6.69607:1.1596	LOC_4831
ERR1857044_Contig_48173_7.15066:1.1394	LOC_4832
ERR1857044_Contig_12720_9.48238:1.1013	LOC_4833
ERR1857044_Contig_44477_13.5827:1.1283	LOC_4834
ERR1857044_Contig_16307_21.6409:1.1081	LOC_4835
ERR1857044_Contig_76514_6.62822:1.1225	LOC_4836
ERR1857044_Contig_29619_6.16494:1.1754	LOC_4837
ERR1857044_Contig_18980_22.601:1.1579	LOC_4838
ERR1857044_Contig_92382_10.4182:1.2031	LOC_4839
ERR1857044_Contig_93137_8.24736:1.1156	LOC_4840
ERR1857044_Contig_48560_12.2142:1.1019	LOC_4841
ERR1857044_Contig_68950_10.6778:1.1066	LOC_4842
ERR1857044_Contig_8611_9.07273:1.1010	LOC_4843
ERR1857044_Contig_52840_8.72899:1.2400	LOC_4844
ERR1857044_Contig_41439_5.51152:1.1148	LOC_4845
ERR1857044_Contig_82011_6.50761:1.1137	LOC_4846
ERR1857044_Contig_24464_13.2082:1.2129	LOC_4847
ERR1857044_Contig_17732_13.9436:1.1651	LOC_4848
ERR1857044_Contig_87763_10.0889:1.3112	LOC_4849
ERR1857044_Contig_74582_9.26954:1.1389	LOC_4850
ERR1857044_Contig_18308_10.2952:1.1060	LOC_4851
ERR1857044_Contig_19439_9.764:1.1270	LOC_4852
ERR1857044_Contig_34923_4.78445:1.1036	LOC_4853
ERR1857044_Contig_27666_8.60765:1.2398	LOC_4854
ERR1857044_Contig_62502_10.9009:1.1201	LOC_4855
ERR1857044_Contig_82318_9.71178:1.1845	LOC_4856
ERR1857044_Contig_1341_13.1924:1.1106	LOC_4857
ERR1857044_Contig_58587_12.8298:1.1665	LOC_4858
ERR1857044_Contig_60857_11.1558:1.1015	LOC_4859
ERR1857044_Contig_49605_10.4044:1.1014	LOC_4860
ERR1857044_Contig_84833_13.4098:1.1323	LOC_4861
ERR1857044_Contig_87364_12.712:1.4145	LOC_4862
ERR1857044_Contig_12781_12.5661:1.1442	LOC_4863
ERR1857044_Contig_29738_9.56178:1.1056	LOC_4864
ERR1857044_Contig_42151_9.85913:1.1099	LOC_4865
ERR1857044_Contig_88812_7.85187:1.1809	LOC_4866
ERR1857044_Contig_86911_12.6335:1.1646	LOC_4867
ERR1857044_Contig_23957_9.3565:1.1804	LOC_4868
ERR1857044_Contig_41433_5.53433:1.1229	LOC_4869
ERR1857044_Contig_75032_7.72986:1.1038	LOC_4870
ERR1857044_Contig_93668_12.4799:1.1362	LOC_4871
ERR1857044_Contig_38298_9.13702:1.1611	LOC_4872
ERR1857044_Contig_80978_12.0216:1.1690	LOC_4873
ERR1857044_Contig_19109_10.6999:1.1073	LOC_4874
ERR1857044_Contig_55283_4.51264:1.1167	LOC_4875
ERR1857044_Contig_56285_10.7763:1.1026	LOC_4876
ERR1857044_Contig_82832_8.37354:1.1305	LOC_4877
ERR1857044_Contig_75232_8.12355:1.1315	LOC_4878
ERR1857044_Contig_17719_6.23771:1.1017	LOC_4879
ERR1857044_Contig_22453_11.0391:1.1605	LOC_4880
ERR1857044_Contig_48536_6.15334:1.1546	LOC_4881
ERR1857044_Contig_88889_32.2195:1.1086	LOC_4882
ERR1857044_Contig_80685_11.0208:1.1124	LOC_4883
ERR1857044_Contig_10037_12.7989:1.1860	LOC_4884
ERR1857044_Contig_49585_7.27234:1.2124	LOC_4885
ERR1857044_Contig_13575_11.3162:1.1051	LOC_4886
ERR1857044_Contig_10301_6.00598:1.1024	LOC_4887
ERR1857044_Contig_58533_6.03953:1.1310	LOC_4888
ERR1857044_Contig_61802_12.8618:1.1778	LOC_4889
ERR1857044_Contig_36836_10.9794:1.1088	LOC_4890
ERR1857044_Contig_7825_25.3283:1.1135	LOC_4891
ERR1857044_Contig_73226_9.6732:1.1244	LOC_4892
ERR1857044_Contig_33355_12.067:1.1557	LOC_4893
ERR1857044_Contig_68062_8.60253:1.1683	LOC_4894
ERR1857044_Contig_48771_9.62035:1.1042	LOC_4895
ERR1857044_Contig_77850_9.65605:1.1401	LOC_4896
ERR1857044_Contig_84309_9.78273:1.1838	LOC_4897
ERR1857044_Contig_86882_12.1232:1.1156	LOC_4898
ERR1857044_Contig_13746_8.43857:1.2291	LOC_4899
ERR1857044_Contig_77360_7.00813:1.1127	LOC_4900
ERR1857044_Contig_56711_9.30539:1.1857	LOC_4901
ERR1857044_Contig_79381_12.8131:1.1347	LOC_4902
ERR1857044_Contig_55820_8.6965:1.1618	LOC_4903
ERR1857044_Contig_63902_10.6151:1.1327	LOC_4904
ERR1857044_Contig_36550_11.6498:1.1342	LOC_4905
ERR1857044_Contig_88707_7.41887:1.1493	LOC_4906
ERR1857044_Contig_6278_7.1454:1.1313	LOC_4907
ERR1857044_Contig_33757_9.32784:1.1051	LOC_4908
ERR1857044_Contig_31292_9.41674:1.1107	LOC_4909
ERR1857044_Contig_60109_11.9577:1.1959	LOC_4910
ERR1857044_Contig_64743_10.9434:1.1398	LOC_4911
ERR1857044_Contig_3291_7.59424:1.1755	LOC_4912
ERR1857044_Contig_27198_13.4795:1.1094	LOC_4913
ERR1857044_Contig_35983_10.7352:1.1338	LOC_4914
ERR1857044_Contig_43452_9.42367:1.1448	LOC_4915
ERR1857044_Contig_27282_12.9209:1.1285	LOC_4916
ERR1857044_Contig_52909_11.373:1.1181	LOC_4917
ERR1857044_Contig_74212_23.5445:1.1065	LOC_4918
ERR1857044_Contig_78162_8.4338:1.1440	LOC_4919
ERR1857044_Contig_60975_26.4331:1.1082	LOC_4920
ERR1857044_Contig_40534_10.5343:1.1302	LOC_4921
ERR1857044_Contig_22545_13.0177:1.1094	LOC_4922
ERR1857044_Contig_40283_9.04502:1.1997	LOC_4923
ERR1857044_Contig_4550_6.66714:1.1414	LOC_4924
ERR1857044_Contig_30952_10.3932:1.1706	LOC_4925
ERR1857044_Contig_88233_7.61825:1.1039	LOC_4926
ERR1857044_Contig_57867_5.40301:1.1082	LOC_4927
ERR1857044_Contig_88977_8.17912:1.1265	LOC_4928
ERR1857044_Contig_93196_21.5476:1.1804	LOC_4929
ERR1857044_Contig_34802_10.6914:1.1099	LOC_4930
ERR1857044_Contig_85770_6.67923:1.1055	LOC_4931
ERR1857044_Contig_44065_24.2677:1.1066	LOC_4932
ERR1857044_Contig_64285_20.9863:1.1261	LOC_4933
ERR1857044_Contig_28591_10.2045:1.1262	LOC_4934
ERR1857044_Contig_45473_9.4819:1.1346	LOC_4935
ERR1857044_Contig_71677_12.7712:1.1165	LOC_4936
ERR1857044_Contig_43137_10.0362:1.1043	LOC_4937
ERR1857044_Contig_27512_8.52386:1.1906	LOC_4938
ERR1857044_Contig_53780_29.7144:1.1039	LOC_4939
ERR1857044_Contig_39009_8.41684:1.1896	LOC_4940
ERR1857044_Contig_66309_10.9601:1.1375	LOC_4941
ERR1857044_Contig_87037_10.3037:1.2799	LOC_4942
ERR1857044_Contig_20659_11.8084:1.3752	LOC_4943
ERR1857044_Contig_33454_8.59319:1.1136	LOC_4944
ERR1857044_Contig_55897_8.23084:1.1103	LOC_4945
ERR1857044_Contig_1715_10.7706:1.1184	LOC_4946
ERR1857044_Contig_34238_17.3531:1.1014	LOC_4947
ERR1857044_Contig_51395_25.1906:1.1038	LOC_4948
ERR1857044_Contig_26142_8.05665:1.1238	LOC_4949
ERR1857044_Contig_50889_8.35648:1.1100	LOC_4950
ERR1857044_Contig_70034_13.7758:1.2531	LOC_4951
ERR1857044_Contig_82729_6.19003:1.1525	LOC_4952
ERR1857044_Contig_61922_7.53492:1.1323	LOC_4953
ERR1857044_Contig_77102_9.68186:1.1095	LOC_4954
ERR1857044_Contig_75556_8.44418:1.2958	LOC_4955
ERR1857044_Contig_5273_8.43333:1.1640	LOC_4956
ERR1857044_Contig_82032_8.10292:1.1526	LOC_4957
ERR1857044_Contig_19474_8.05863:1.1265	LOC_4958
ERR1857044_Contig_42783_10.5471:1.1049	LOC_4959
ERR1857044_Contig_35296_7.17776:1.1027	LOC_4960
ERR1857044_Contig_1442_10.157:1.1256	LOC_4961
ERR1857044_Contig_22371_21.9741:1.1218	LOC_4962
ERR1857044_Contig_88927_12.0902:1.1118	LOC_4963
ERR1857044_Contig_62634_7.66013:1.2568	LOC_4964
ERR1857044_Contig_4596_19.9516:1.1054	LOC_4965
ERR1857044_Contig_29576_7.65254:1.1223	LOC_4966
ERR1857044_Contig_37273_24.0297:1.1335	LOC_4967
ERR1857044_Contig_38473_11.8848:1.1027	LOC_4968
ERR1857044_Contig_20150_9.57494:1.1201	LOC_4969
ERR1857044_Contig_86753_6.68039:1.1040	LOC_4970
ERR1857044_Contig_8303_39.3162:1.1168	LOC_4971
ERR1857044_Contig_33312_6.50093:1.1096	LOC_4972
ERR1857044_Contig_85669_14.0028:1.1081	LOC_4973
ERR1857044_Contig_57242_13.4111:1.1151	LOC_4974
ERR1857044_Contig_5600_11.9253:1.1212	LOC_4975
ERR1857044_Contig_91745_11.3651:1.1436	LOC_4976
ERR1857044_Contig_65_5.50303:1.1340	LOC_4977
ERR1857044_Contig_84627_12.4725:1.1222	LOC_4978
ERR1857044_Contig_67669_10.0544:1.4178	LOC_4979
ERR1857044_Contig_64236_8.08248:1.1002	LOC_4980
ERR1857044_Contig_5461_11.7912:1.1203	LOC_4981
ERR1857044_Contig_13704_11.2126:1.1003	LOC_4982
ERR1857044_Contig_18599_6.32333:1.1520	LOC_4983
ERR1857044_Contig_58481_7.00569:1.1075	LOC_4984
ERR1857044_Contig_11924_10.4163:1.1036	LOC_4985
ERR1857044_Contig_68769_5.70577:1.1043	LOC_4986
ERR1857044_Contig_43049_10.5567:1.1324	LOC_4987
ERR1857044_Contig_31867_12.8828:1.2427	LOC_4988
ERR1857044_Contig_45713_14.9926:1.1100	LOC_4989
ERR1857044_Contig_88100_14.0884:1.1808	LOC_4990
ERR1857044_Contig_79973_7.16948:1.1206	LOC_4991
ERR1857044_Contig_44179_11.3755:1.1016	LOC_4992
ERR1857044_Contig_14651_10.5812:1.1701	LOC_4993
ERR1857044_Contig_29362_10.8235:1.1023	LOC_4994
ERR1857044_Contig_58251_7.85986:1.1176	LOC_4995
ERR1857044_Contig_50573_9.37214:1.2073	LOC_4996
ERR1857044_Contig_45430_8.94622:1.1210	LOC_4997
ERR1857044_Contig_18601_16.1333:1.1145	LOC_4998
ERR1857044_Contig_1215_6.80357:1.1196	LOC_4999
ERR1857044_Contig_33420_12.5818:1.1053	LOC_5000
ERR1857044_Contig_60313_23.6626:1.1170	LOC_5001
ERR1857044_Contig_11493_22.8856:1.1602	LOC_5002
ERR1857044_Contig_62896_8.60798:1.1173	LOC_5003
ERR1857044_Contig_6431_9.15278:1.1172	LOC_5004
ERR1857044_Contig_59667_17.6372:1.1467	LOC_5005
ERR1857044_Contig_58755_13.5523:1.1128	LOC_5006
ERR1857044_Contig_18256_10.0313:1.5735	LOC_5007
ERR1857044_Contig_81019_10.4355:1.1377	LOC_5008
ERR1857044_Contig_67340_8.8089:1.1323	LOC_5009
ERR1857044_Contig_26282_4.947:1.1322	LOC_5010
ERR1857044_Contig_56588_9.20185:1.1209	LOC_5011
ERR1857044_Contig_83466_10.7295:1.1081	LOC_5012
ERR1857044_Contig_66522_13.0496:1.1491	LOC_5013
ERR1857044_Contig_53095_9.6533:1.1491	LOC_5014
ERR1857044_Contig_90994_5.25836:1.1007	LOC_5015
ERR1857044_Contig_40007_5.78658:1.1093	LOC_5016
ERR1857044_Contig_41553_12.0242:1.1055	LOC_5017
ERR1857044_Contig_4249_9.2713:1.1358	LOC_5018
ERR1857044_Contig_54269_8.1758:1.1078	LOC_5019
ERR1857044_Contig_84502_11.9895:1.1928	LOC_5020
ERR1857044_Contig_20982_6.6982:1.1130	LOC_5021
ERR1857044_Contig_8481_5.57508:1.1232	LOC_5022
ERR1857044_Contig_34075_8.15429:1.1232	LOC_5023
ERR1857044_Contig_59627_9.7141:1.1573	LOC_5024
ERR1857044_Contig_22455_9.92929:1.1109	LOC_5025
ERR1857044_Contig_70532_11.3431:1.1585	LOC_5026
ERR1857044_Contig_7978_8.56425:1.2051	LOC_5027
ERR1857044_Contig_12399_14.685:1.1474	LOC_5028
ERR1857044_Contig_85555_23.154:1.2566	LOC_5029
ERR1857044_Contig_27605_10.2835:1.2094	LOC_5030
ERR1857044_Contig_52984_9.39606:1.1237	LOC_5031
ERR1857044_Contig_1368_11.4611:1.1126	LOC_5032
ERR1857044_Contig_16467_11.1731:1.1216	LOC_5033
ERR1857044_Contig_47661_16.1658:1.1437	LOC_5034
ERR1857044_Contig_73136_11.1208:1.1038	LOC_5035
ERR1857044_Contig_70732_23.9868:1.1160	LOC_5036
ERR1857044_Contig_89200_7.19656:1.1241	LOC_5037
ERR1857044_Contig_24700_4.58897:1.1054	LOC_5038
ERR1857044_Contig_39925_12.3267:1.1125	LOC_5039
ERR1857044_Contig_26585_7.61601:1.1731	LOC_5040
ERR1857044_Contig_70047_8.34598:1.1101	LOC_5041
ERR1857044_Contig_69506_9.16807:1.1805	LOC_5042
ERR1857044_Contig_55151_6.86371:1.1326	LOC_5043
ERR1857044_Contig_25620_8.46123:1.1013	LOC_5044
ERR1857044_Contig_13099_8.53493:1.1108	LOC_5045
ERR1857044_Contig_7532_15.1522:1.1275	LOC_5046
ERR1857044_Contig_61174_14.0454:1.1387	LOC_5047
ERR1857044_Contig_73864_8.92891:1.1061	LOC_5048
ERR1857044_Contig_73038_10.8525:1.2739	LOC_5049
ERR1857044_Contig_46034_7.29866:1.1212	LOC_5050
ERR1857044_Contig_65760_17.6887:1.1125	LOC_5051
ERR1857044_Contig_63945_26.3971:1.1662	LOC_5052
ERR1857044_Contig_73108_12.2743:1.1150	LOC_5053
ERR1857044_Contig_86616_12.3027:1.1011	LOC_5054
ERR1857044_Contig_58691_10.0075:1.2550	LOC_5055
ERR1857044_Contig_27802_13.1606:1.1502	LOC_5056
ERR1857044_Contig_56811_35.303:1.1119	LOC_5057
ERR1857044_Contig_19127_15.6068:1.1045	LOC_5058
ERR1857044_Contig_72213_13.8374:1.1262	LOC_5059
ERR1857044_Contig_74469_8.78603:1.1151	LOC_5060
ERR1857044_Contig_44338_10.2062:1.1223	LOC_5061
ERR1857044_Contig_53309_8.08856:1.1104	LOC_5062
ERR1857044_Contig_29259_22.6793:1.1230	LOC_5063
ERR1857044_Contig_87546_10.4373:1.1504	LOC_5064
ERR1857044_Contig_87442_8.15604:1.1526	LOC_5065
ERR1857044_Contig_51979_15.9787:1.1194	LOC_5066
ERR1857044_Contig_54996_6.61122:1.1571	LOC_5067
ERR1857044_Contig_84787_7.32504:1.1749	LOC_5068
ERR1857044_Contig_86239_9.48522:1.1881	LOC_5069
ERR1857044_Contig_54540_10.0284:1.1183	LOC_5070
ERR1857044_Contig_4152_9.29099:1.1862	LOC_5071
ERR1857044_Contig_2631_6.86441:1.1554	LOC_5072
ERR1857044_Contig_32883_15.8659:1.1556	LOC_5073
ERR1857044_Contig_30711_9.17334:1.1393	LOC_5074
ERR1857044_Contig_61063_13.5375:1.1207	LOC_5075
ERR1857044_Contig_78773_6.75511:1.1878	LOC_5076
ERR1857044_Contig_17953_12.7895:1.1089	LOC_5077
ERR1857044_Contig_87018_9.48424:1.1575	LOC_5078
ERR1857044_Contig_21590_12.685:1.1150	LOC_5079
ERR1857044_Contig_79425_24.4094:1.1217	LOC_5080
ERR1857044_Contig_80138_12.7988:1.2286	LOC_5081
ERR1857044_Contig_10588_9.26371:1.1078	LOC_5082
ERR1857044_Contig_27258_10.7212:1.1677	LOC_5083
ERR1857044_Contig_26716_7.82864:1.1759	LOC_5084
ERR1857044_Contig_82224_14.249:1.1032	LOC_5085
ERR1857044_Contig_70895_11.9205:1.1706	LOC_5086
ERR1857044_Contig_83820_8.95443:1.1227	LOC_5087
ERR1857044_Contig_81470_10.5192:1.1137	LOC_5088
ERR1857044_Contig_82635_7.24919:1.2171	LOC_5089
ERR1857044_Contig_53600_8.65023:1.1338	LOC_5090
ERR1857044_Contig_92407_9.875:1.1460	LOC_5091
ERR1857044_Contig_90897_26.3585:1.1066	LOC_5092
ERR1857044_Contig_5795_7.41293:1.2340	LOC_5093
ERR1857044_Contig_32693_16.9056:1.1037	LOC_5094
ERR1857044_Contig_32239_9.22337:1.1278	LOC_5095
ERR1857044_Contig_51216_13.1229:1.1428	LOC_5096
ERR1857044_Contig_36842_12.5857:1.1198	LOC_5097
ERR1857044_Contig_89485_12.0556:1.1244	LOC_5098
ERR1857044_Contig_31401_8.97582:1.1385	LOC_5099
ERR1857044_Contig_84564_9.40857:1.1584	LOC_5100
ERR1857044_Contig_15742_10.0885:1.1748	LOC_5101
ERR1857044_Contig_38076_11.4829:1.1014	LOC_5102
ERR1857044_Contig_69575_18.7701:1.1051	LOC_5103
ERR1857044_Contig_27302_8.58624:1.1226	LOC_5104
ERR1857044_Contig_25134_9.15161:1.1359	LOC_5105
ERR1857044_Contig_44030_10.5159:1.1619	LOC_5106
ERR1857044_Contig_87320_9.83699:1.1069	LOC_5107
ERR1857044_Contig_90775_6.18135:1.1393	LOC_5108
ERR1857044_Contig_48246_8.1149:1.1778	LOC_5109
ERR1857044_Contig_88076_21.5403:1.1001	LOC_5110
ERR1857044_Contig_17954_12.9521:1.1984	LOC_5111
ERR1857044_Contig_50887_10.6853:1.1221	LOC_5112
ERR1857044_Contig_39728_6.34743:1.1462	LOC_5113
ERR1857044_Contig_50097_12.0898:1.1312	LOC_5114
ERR1857044_Contig_4645_10.9758:1.1300	LOC_5115
ERR1857044_Contig_49969_8.49593:1.1373	LOC_5116
ERR1857044_Contig_30593_8.93445:1.1515	LOC_5117
ERR1857044_Contig_50731_9.84036:1.1135	LOC_5118
ERR1857044_Contig_26358_22.2013:1.1401	LOC_5119
ERR1857044_Contig_66229_6.6405:1.1230	LOC_5120
ERR1857044_Contig_25851_14.6942:1.1956	LOC_5121
ERR1857044_Contig_22323_8.02102:1.1114	LOC_5122
ERR1857044_Contig_42848_6.1991:1.1351	LOC_5123
ERR1857044_Contig_62106_24.5878:1.1017	LOC_5124
ERR1857044_Contig_33441_6.56878:1.1692	LOC_5125
ERR1857044_Contig_9445_9.63207:1.1099	LOC_5126
ERR1857044_Contig_93728_5.27753:1.1155	LOC_5127
ERR1857044_Contig_42673_10.1963:1.1727	LOC_5128
ERR1857044_Contig_63140_11.6269:1.1167	LOC_5129
ERR1857044_Contig_77133_8.41758:1.1749	LOC_5130
ERR1857044_Contig_48059_25.4313:1.1402	LOC_5131
ERR1857044_Contig_49445_8.07755:1.2599	LOC_5132
ERR1857044_Contig_62142_13.5893:1.1800	LOC_5133
ERR1857044_Contig_73686_9.6772:1.1033	LOC_5134
ERR1857044_Contig_83998_6.83172:1.1256	LOC_5135
ERR1857044_Contig_84041_10.3947:1.1297	LOC_5136
ERR1857044_Contig_88609_9.54404:1.1950	LOC_5137
ERR1857044_Contig_898_8.68721:1.3476	LOC_5138
ERR1857044_Contig_77514_8.63737:1.1192	LOC_5139
ERR1857044_Contig_61021_12.2731:1.1470	LOC_5140
ERR1857044_Contig_60462_16.4217:1.1239	LOC_5141
ERR1857044_Contig_51739_7.52195:1.1045	LOC_5142
ERR1857044_Contig_76030_7.74753:1.1034	LOC_5143
ERR1857044_Contig_42666_19.5887:1.1148	LOC_5144
ERR1857044_Contig_89107_8.95405:1.1021	LOC_5145
ERR1857044_Contig_18090_5.18502:1.1128	LOC_5146
ERR1857044_Contig_8586_14.1288:1.1185	LOC_5147
ERR1857044_Contig_60666_8.76144:1.2598	LOC_5148
ERR1857044_Contig_30208_10.8488:1.1429	LOC_5149
ERR1857044_Contig_22842_11.7392:1.1289	LOC_5150
ERR1857044_Contig_36437_10.1948:1.1144	LOC_5151
ERR1857044_Contig_69358_5.9297:1.1030	LOC_5152
ERR1857044_Contig_18568_6.69018:1.2047	LOC_5153
ERR1857044_Contig_31099_11.4982:1.3266	LOC_5154
ERR1857044_Contig_87966_4.09362:1.1195	LOC_5155
